created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Sep 01 13:12:11 +0000 2023;1,6976E+18;-jualaness yuk dibeli yuk gais😍 yg minat / mau tanya tanya dulu boleh bgt😍 bisa dianter ke kos https://t.co/PeOVXSwDQw;0;11;0;0;in;1,18728E+18;1,6976E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697598226550198529
Fri Sep 01 13:09:29 +0000 2023;1,6976E+18;-jualaness PISCOKKK GEMBULLL LUMERRR DILAPISI COKELATTTT 😋🤤🤩 YAKALII GA DICOBAAA, DIJAMINNNN MENGOBATI SWEET TOOTH KAMUUUU 🤩😋 FREE ONGG LAGI GILAAA https://t.co/eF0bkPMDyW;0;0;0;3;in;1,18728E+18;1,6976E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697597544262762545
Fri Sep 01 13:09:13 +0000 2023;1,6976E+18;#NAME?;0;1;0;1;in;1,18728E+18;1,6976E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697597479112655093
Fri Sep 01 13:07:51 +0000 2023;1,6976E+18;@jemputanunnes @unnesmenfess Waduh;0;0;0;0;en;1,66389E+18;1,69757E+18;ropik690;https://twitter.com/ropik690/status/1697597136987476229
Fri Sep 01 13:07:21 +0000 2023;1,6976E+18;#NAME?;0;3;0;0;in;1,18728E+18;1,6976E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697597007257633205
Fri Sep 01 13:06:14 +0000 2023;1,6976E+18;-jualaness (titipan) preloved pod ursa baby 140k bisa nego, reply aja nanti didm https://t.co/Wnq33fVdce;0;0;0;1;tl;1,18728E+18;1,6976E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697596728013393957
Fri Sep 01 13:02:27 +0000 2023;1,6976E+18;-jualaness  Mowings is back!! Ready on Wednesday and Friday!!! Grab your chicken wings, chicken pop and steak start from 15k. Don't forget to order mowings 🤟🏻🥰  P.s you can order via instagram mowings(dot)id https://t.co/4x5JRM0FBe;0;1;0;4;en;1,18728E+18;1,6976E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697595776128762040
Fri Sep 01 13:02:06 +0000 2023;1,6976E+18;-jualaness monggo yg mauu   Melayani juga pesanan dalam jumlah banyak order minimal H-2 yaaa nesss https://t.co/J9c00WfkqM;0;0;0;2;in;1,18728E+18;1,6976E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697595688451006698
Fri Sep 01 13:01:28 +0000 2023;1,6976E+18;-jualaness dijual 17k karna ga cocok disender isi masih banyak https://t.co/EkM1yLlWAh;0;0;0;2;in;1,18728E+18;1,6976E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697595530384445526
Fri Sep 01 12:57:59 +0000 2023;1,69759E+18;-ness need DANA 50 rb . Sender adanya tunai. Urgent bgt listrik mau hbis;0;1;0;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697594653460377770
Fri Sep 01 12:57:49 +0000 2023;1,69759E+18;-jualaness Minat komen aja ya, nanti sender DM💖 https://t.co/CN0OaiHYk5;0;2;0;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697594611429151052
Fri Sep 01 12:57:48 +0000 2023;1,69759E+18;semuane juga sih, terutama pengguna kendaraan bermotor;0;0;0;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697594608031805680
Fri Sep 01 12:57:48 +0000 2023;1,69759E+18;"-ness mbak yang tadi tak teriakan nguawur, dalane mbah e po"" di sini, tulung iki sih, jalan unnes tuh lagi rame-ramene loh, nak ape nyebrang liat2 dulu jangan asal, untunge aku sama motor 1 lagi bisa nghindar, kalau nggak bisa jadi tabrakan beruntun loh mbak. Buat  (cont..) https://t.co/8rMcoePbb2""";2;16;1;39;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697594605750132945
Fri Sep 01 12:56:58 +0000 2023;1,69759E+18;#NAME?;0;2;0;3;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697594395367968807
Fri Sep 01 12:55:15 +0000 2023;1,69759E+18;-jualaness kulot crincle size xl warna hazelnut, 35k aja https://t.co/vpOkOlOrZ4;0;1;0;0;en;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697593963862245586
Fri Sep 01 12:54:28 +0000 2023;1,69759E+18;-jualaness bocinya kakk free antar kos min beli 2 pcs yaa 👌 https://t.co/pXBTW4vUpR;0;0;0;3;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697593766302056686
Fri Sep 01 12:54:22 +0000 2023;1,69759E+18;@pinkhairlolo Kalo unnes gak tau, kak. Belum survey sampai daerah sana soalnya;0;0;0;0;in;1,3104E+18;1,69759E+18;arkaangkasa;https://twitter.com/arkaangkasa/status/1697593743036281139
Fri Sep 01 12:53:37 +0000 2023;1,69759E+18;#NAME?;0;1;0;2;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697593555093741649
Fri Sep 01 12:53:27 +0000 2023;1,69759E+18;-jualaness prelovednya yuuuk mniezz. free antar sampai kos yh 🫰more ingfo reply saja nantiii sender dm https://t.co/AJcvEkQ20C;0;5;0;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697593509564514735
Fri Sep 01 12:52:00 +0000 2023;1,69759E+18;-jualaness guyss barangkali ada yg butuh ini hrga after voc 🍊 live ya dan stok terbatas❗️Yang gatau cara pake voc nya rep aja atau dm @....samchangrg nnt aku tutorin. https://t.co/eE0x2h6oMe;0;0;0;1;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697593147151540561
Fri Sep 01 12:51:43 +0000 2023;1,69759E+18;-jualaness OPEN PO salad buah cuma 10rb ajaaa dijamin enak dan full buah ya gesss ready minggu dan senin🥰 monggo di order ke nomor wa yg tertera🥰🥰🥰 https://t.co/hzG8m48Vma;0;0;0;4;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697593076410400917
Fri Sep 01 12:51:10 +0000 2023;1,69759E+18;-jualaness dijual Elizabeth watch 130rb nego, harga beli 250rb yuk bolehh kalo minatt Rep yaa https://t.co/D6pCzdJMrs;0;2;0;1;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697592935230128217
Fri Sep 01 12:50:28 +0000 2023;1,69759E+18;-ness ada yg mau pre🤍 kacamata item/gelap drop dong;0;2;0;1;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697592762521252129
Fri Sep 01 12:48:58 +0000 2023;1,69759E+18;#NAME?;0;1;0;4;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697592381422588273
Fri Sep 01 12:48:49 +0000 2023;1,69759E+18;-jualaness  Pre❤ mau ngurangin barang di kosan, yg minat reply yaa nanti aku dm. Makasihh https://t.co/uIVgsNev2j;0;8;0;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697592344701456451
Fri Sep 01 12:47:41 +0000 2023;1,69759E+18;-jualaness yuk dibeli, semarang lagi terik teriknya⛅️🙌 https://t.co/GPBzzwn202;0;2;0;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697592060784836941
Fri Sep 01 12:46:33 +0000 2023;1,69759E+18;warga u -ness tlg infokan laundry sprei yg WANGI pake BANGET 😅😅😅😊😊😊KAMSAHEYO🫶🫶🫶;0;0;0;1;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697591774276174141
Fri Sep 01 12:45:14 +0000 2023;1,69759E+18;-jualaness Preloved baju jarang dipake, kondisi masih bagus bgt bisa di nego tipis” yaaa❤️  Bisa rep nanti sender dm🥰 (Titipan) https://t.co/IUBBafJasU;0;7;0;5;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697591441982357721
Fri Sep 01 12:44:58 +0000 2023;1,69759E+18;#NAME?;0;0;0;0;tl;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697591376140267825
Fri Sep 01 12:43:57 +0000 2023;1,69759E+18;-jualaness siap cod atau antar sampai kos area unnes 😀 https://t.co/bHeKK4MZLR;0;2;0;1;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697591119889223932
Fri Sep 01 12:42:58 +0000 2023;1,69759E+18;-jualaness yuk dibeli maybelline vinyl ink, rewetter, kabel data robot, sama softlensnya. masih pada baru semua😅 reply kalau minat https://t.co/ZCM6StWss9;0;1;0;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697590874149147070
Fri Sep 01 12:41:29 +0000 2023;1,69759E+18;-jualaness semuanya baru yaa belum pernah dipake sama sekali, buat set alat makannya udh termasuk tempatnya. rep aja yaa yg minat nanti aku dm. yuk dibeli ^^ [titipan] yg mau bisa lgsg rep aja biar di dm senderny yaa https://t.co/oE3O1YQ2AH;0;2;1;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697590498943488080
Fri Sep 01 12:40:43 +0000 2023;1,69759E+18;Bismillah -jualaness bisa cod dan semua barang dlm kondisi baru ya. Thx https://t.co/DG5DOu3u39;0;6;2;4;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697590306512994671
Fri Sep 01 12:39:58 +0000 2023;1,69759E+18;-jualaness SUDAH RESTOCK KEMBALII GESS ayoo yang butuh dan minat koment aja yaa 🥹 https://t.co/ar8plaxvFs;0;13;2;17;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697590116066406598
Fri Sep 01 12:39:48 +0000 2023;1,69759E+18;-jualaness minat bisa rep yaa ntar aku dm🤍 https://t.co/C7Y2gyMGxz;0;0;0;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697590075641700661
Fri Sep 01 12:39:25 +0000 2023;1,69759E+18;-jualaness 35k/pcs masih baruu dan asih segell semua🫶🏻 https://t.co/9Vgsd0v5Fz;0;5;0;0;in;1,18728E+18;1,69759E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697589979285971253
Fri Sep 01 12:39:13 +0000 2023;1,69759E+18;kemana mana sendiri makan sendiri jalan sendiri ada apa apa sendiri;0;1;0;0;in;1,68666E+18;1,69759E+18;MrTartels;https://twitter.com/MrTartels/status/1697589930057490898
Fri Sep 01 12:38:45 +0000 2023;1,69759E+18;@inirumregal @undipmenfess Kita juga melayani anak unnes kak tpi cuman cod ya kak gabisa anter kost hehe 😁;0;0;0;0;in;1,25882E+18;1,69753E+18;pawonroso_;https://twitter.com/pawonroso_/status/1697589811350237379
Fri Sep 01 12:38:12 +0000 2023;1,69759E+18;when you're in a relationship, but u always walk alone https://t.co/t9KTuPMnYs;0;1;0;0;en;1,68666E+18;1,69759E+18;MrTartels;https://twitter.com/MrTartels/status/1697589672103530732
Fri Sep 01 12:37:43 +0000 2023;1,69759E+18;#kosunnes #infokosunnes Info kos cewe per semester dekat unnes dong untuk minggu depan, budget 2-3 jt 🙏🙏;0;0;0;0;in;1,68239E+18;1,69759E+18;AnggunEsa94888;https://twitter.com/AnggunEsa94888/status/1697589553673228669
Fri Sep 01 12:24:50 +0000 2023;1,69759E+18;@unnesmenfess WADUHHH;0;0;0;0;en;1,55537E+18;1,69757E+18;Amarpal_rent;https://twitter.com/Amarpal_rent/status/1697586310519853359
Fri Sep 01 12:21:25 +0000 2023;1,69759E+18;@bomijoha wkwkwk bisa cod depan unnes;0;1;0;0;in;1,53264E+18;1,69758E+18;jyhjoong;https://twitter.com/jyhjoong/status/1697585448284303474
Fri Sep 01 12:06:22 +0000 2023;1,69758E+18;-ness ada yg open order jastip fee 3k-4k ga? rep di bawah yaa;0;10;0;2;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697581660324438342
Fri Sep 01 12:05:57 +0000 2023;1,69758E+18;-jualaness minat rep yhh ☹️ https://t.co/2SNbThTMJs;1;0;0;0;en;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697581555580023004
Fri Sep 01 12:05:25 +0000 2023;1,69758E+18;-jualaness kecap asin abc 5k aja bisa anter ampe depan kos, edisi salah beli😔😔 https://t.co/vS1JSIp2QE;2;3;0;6;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697581423438512438
Fri Sep 01 12:04:26 +0000 2023;1,69758E+18;kalian homesick? ga ada temen ngobrol? tenanggg. ada ikan cupang yang siap menemani kalian curhat tanpa adu nasib dan menemani di kala kesepian. Oiya, untuk pembelian pertama bakal dikasih bonus yaaa -jualaness https://t.co/fZHDajZFJI;13;96;4;113;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697581177652314251
Fri Sep 01 12:03:39 +0000 2023;1,69758E+18;@undipmenfess Buka di unnes dong;0;1;0;0;in;1,07321E+18;1,69753E+18;inirumregal;https://twitter.com/inirumregal/status/1697580976577331608
Fri Sep 01 12:01:47 +0000 2023;1,69758E+18;-jualaness preloved knit turtleneck. gapernah dipake soalnya kegedean. ini uk M tapi fit to L, soalny bbnya 53 tp kebesaran😵‍💫 25k ajaa https://t.co/ca7edEh4Lm;0;1;0;2;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697580509050843146
Fri Sep 01 12:01:32 +0000 2023;1,69758E+18;-jualaness dibeli nih tonernya masih baru blm kepake samsek harga murah bgt ambil dikos https://t.co/Ecrx0JQLSB;0;2;0;1;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697580447126192604
Fri Sep 01 12:01:12 +0000 2023;1,69758E+18;2024 unnes amin 😇;0;0;0;0;en;1,47608E+18;1,69758E+18;KatarinaMelody;https://twitter.com/KatarinaMelody/status/1697580362090910141
Fri Sep 01 12:00:49 +0000 2023;1,69758E+18;-ness yang open jastip sekarang reply dongg, sender mau pingsan ini😭😭;0;9;0;1;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697580265244336242
Fri Sep 01 12:00:37 +0000 2023;1,69758E+18;HAI -jualaness AKU OPEN PO CIRENG ISI AYAM SUWIR 10k isi 4, ready minggu sore yhh, dijamin puas karna cirengku isinya ndut🤰🏻 yg mau rep yaahh https://t.co/A2DSeAyf3n;0;13;0;12;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697580217177706569
Fri Sep 01 12:00:11 +0000 2023;1,69758E+18;Open PO GEROWNIES PROMO❗  📢Free Greeting Card  Sendok  Pisau  Lilin 🛵FreeOng (Unnes)* Antar Sampai Kos 💛Menu lainnya aku DM PLnya. Rep aja yaa 😊 -Mengerti Perasaanmu- -jualaness https://t.co/LfbtUwl0gU;0;1;1;11;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697580105047159044
Fri Sep 01 11:59:41 +0000 2023;1,69758E+18;-ness pasar malem, malem ini rame nggak ya?;0;2;0;0;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697579979276763408
Fri Sep 01 11:58:52 +0000 2023;1,69758E+18;-jualaness preloved kulot crinckle nih, angkut gasi https://t.co/S0A0xjCzxK;0;0;0;0;tl;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697579773441315131
Fri Sep 01 11:58:44 +0000 2023;1,69758E+18;-jualaness WTS buku pengantar bisnis jeff madura edisi 4, 35k boleh nego https://t.co/GpXRInf8gE;0;1;0;0;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697579742780907975
Fri Sep 01 11:57:34 +0000 2023;1,69758E+18;-jualaness halo ada yang mau gak? 25k ajaa, belum pernah sender pake samsek. ambil ke kos yaa, sender ga ada motor ^^ https://t.co/541Bu3ZDem;0;3;0;1;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697579448584094077
Fri Sep 01 11:56:15 +0000 2023;1,69758E+18;Unnes Kukuhkan 3 Guru Besar, Pesan Rektor Lahirkan Pengetahuan dan Raih Kemajuan https://t.co/lQtnKzGvvX;0;0;0;0;in;1,05675E+18;1,69758E+18;infopklraya;https://twitter.com/infopklraya/status/1697579115170423108
Fri Sep 01 11:55:47 +0000 2023;1,69758E+18;laundry self service di unnes dmn yaaa;0;1;0;0;in;1,37401E+18;1,69758E+18;adv0cad;https://twitter.com/adv0cad/status/1697578999374098804
Fri Sep 01 11:55:06 +0000 2023;1,69758E+18;#NAME?;0;1;0;0;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697578825922822464
Fri Sep 01 11:52:27 +0000 2023;1,69758E+18;-jualaness yukkk yukk bisa anter sampe depan koss https://t.co/QlnM0Bmkkf;0;4;0;2;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697578161872208181
Fri Sep 01 11:50:57 +0000 2023;1,69758E+18;-jualaness lagi pengen yang seger-seger, cobain esjagungkite gaess 🌽🌽 “Segar di mulut kenyang di perut” 📌 lokasi di depan SD Sekaran 01 &amp  di pertigaan muntal https://t.co/8H11f1Htf4;0;0;0;9;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697577782757474674
Fri Sep 01 11:48:12 +0000 2023;1,69758E+18;@unnesmenfess loker part time di unnes itu kebanyakan antara pagi (08.00-14.00) atau (15.00-21.00) sedangkan yang masih kuliah kan kebanyakan masih ada kuliah di jam segitu. karena kerjanya kebanyakan 6 hari/minggu jadi biasanya yang dibutuhin anak semester akhir.;0;2;0;0;in;1,32848E+18;1,69756E+18;amepricano;https://twitter.com/amepricano/status/1697577089657077883
Fri Sep 01 11:48:05 +0000 2023;1,69758E+18;#NAME?;0;0;0;0;tl;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697577062490619926
Fri Sep 01 11:46:26 +0000 2023;1,69758E+18;#NAME?;0;3;0;0;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697576647422038195
Fri Sep 01 11:46:15 +0000 2023;1,69758E+18;#NAME?;0;5;0;1;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697576600831996111
Fri Sep 01 11:45:53 +0000 2023;1,69758E+18;@qiysukabelajar @yeripsikologi Lah samaa anak guru pas sd yg musuhin aku masuk unnes lewat snm, unnes pil 1 aku pas utbk kemarin 🙂;0;0;0;0;in;1,68657E+18;1,69756E+18;bearnadst;https://twitter.com/bearnadst/status/1697576506183311545
Fri Sep 01 11:45:00 +0000 2023;1,69758E+18;Warek Unnes angkat bicara terkait Permendikbudristek Nomor 53 Tahun 2023 terbaru. Apa pendapatnya soal mahasiswa tidak wajib skripsi?  via @detik_edu  https://t.co/6Kk5RXeUMx;0;0;0;1;in;69183155;1,69758E+18;detikcom;https://twitter.com/detikcom/status/1697576284061323676
Fri Sep 01 11:44:19 +0000 2023;1,69758E+18;#NAME?;0;3;0;1;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697576113202254260
Fri Sep 01 11:44:03 +0000 2023;1,69758E+18;@haechannaddict @unnesmenfess Aku adaa kakk tapii aku baru ke unnes mingguu;0;0;0;0;in;1,57482E+18;1,69743E+18;nananinu____;https://twitter.com/nananinu____/status/1697576044105179542
Fri Sep 01 11:43:46 +0000 2023;1,69758E+18;#NAME?;0;1;0;0;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697575975972929946
Fri Sep 01 11:43:21 +0000 2023;1,69758E+18;-ness ada yang pre❤️ kemeja maroon ngga, atau yang mau pinjemin pls butuh banget untuk besok :(;0;8;0;3;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697575869894832386
Fri Sep 01 11:42:41 +0000 2023;1,69758E+18;malem -ness tmi kamu di hari ini apa nihh??;0;2;0;0;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697575701627707698
Fri Sep 01 11:42:35 +0000 2023;1,69758E+18;-jualaness aku mau pre❤️ loafers merk vera nevada ukuran 38 masih ada kardusnya, kondisinya masih bagus bgt karena cuma 2x pemakaian alesan dijual karena kegedean diaku, hb 165k hj 130k. yang minat/mau tanya detailnya bisa wa dinomer yg tertera ya https://t.co/dpx1EtrTHx;0;1;0;1;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697575679121088850
Fri Sep 01 11:42:00 +0000 2023;1,69758E+18;-jualaness jual murah aja gais, yang mau reply atau like nnt aku dm, nego gapapaaa soalnya ga kepakeee https://t.co/csL1cPnEtE;0;1;0;1;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697575528704946340
Fri Sep 01 11:41:46 +0000 2023;1,69758E+18;@unnesmenfess bole jastip sini https://t.co/rij4x8onZr;0;0;0;0;et;1,28549E+18;1,69758E+18;kurang1ygy;https://twitter.com/kurang1ygy/status/1697575472773894325
Fri Sep 01 11:41:29 +0000 2023;1,69758E+18;@unnesmenfess seblak bageur, papedaaa;0;0;0;0;in;1,28549E+18;1,69758E+18;kurang1ygy;https://twitter.com/kurang1ygy/status/1697575398807409079
Fri Sep 01 11:41:00 +0000 2023;1,69758E+18;-jualaness yukk preloved punyaku nes👚👞 kalo mau bajunya reply aja nnti aku dm😊 https://t.co/M8Goetp4DI;0;3;0;3;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697575276899913953
Fri Sep 01 11:40:43 +0000 2023;1,69758E+18;-ness info jajanan dongg misal batagor, maklor, yang asin2 pedes sekalian jastip;0;10;0;0;in;1,18728E+18;1,69758E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697575207626743985
Fri Sep 01 11:38:56 +0000 2023;1,69757E+18;#NAME?;0;0;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697574759146586564
Fri Sep 01 11:38:21 +0000 2023;1,69757E+18;-jualaness bisaa ambil di kos/cod mulai minggu soree gaisss soalnya skrg blm ke unnes https://t.co/R3OA04ZWix;0;5;0;1;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697574613419700548
Fri Sep 01 11:35:49 +0000 2023;1,69757E+18;tunggu, ya!😊  Tempat : Jl. Taman siswa deket Ajs Vapestore, depan gang pisang;0;1;0;1;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697573972362285064
Fri Sep 01 11:35:48 +0000 2023;1,69757E+18;-jualaness Ada Promo seru di Cilok Queen  Beli 5 ribu rupiah atau lebih dapatkan voucher yang bisa ditukar 1 porsi seharga 5 ribu! Berlaku untuk setiap pembelian es teh seharga 3 ribu juga, nih!   Kumpulkan sampai 10 sticker dan tukar sebelum 30 September 2023!   Kami  (cont..) https://t.co/tu7odBGZS0;0;2;0;3;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697573970411966973
Fri Sep 01 11:35:43 +0000 2023;1,69757E+18;-ness yok yang mau anjem or jastip bisa chat WA yang tertera yaa😺 https://t.co/rnRnKqyZGF;0;2;0;12;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697573947213218242
Fri Sep 01 11:35:13 +0000 2023;1,69757E+18;-jualaness turun harga jadi 160k aja. atau barter juga boleh.;0;1;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697573823670051077
Fri Sep 01 11:34:56 +0000 2023;1,69757E+18;-jualaness yok yok diangkut di koss yaa https://t.co/By6Yvbko1y;0;2;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697573750324244889
Fri Sep 01 11:33:25 +0000 2023;1,69757E+18;-jualaness harga beli 159k dijual 140k aja nego boleh sampe jadi, ukuran 40(24, 5cm) alasan dijual karna kegedeann https://t.co/vHxGAJXnlB;0;1;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697573371578548267
Fri Sep 01 11:32:07 +0000 2023;1,69757E+18;-jualaness pantofel hb segini, jual 75k. nego tipis https://t.co/MLbFHX0fAY;0;0;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697573042854212069
Fri Sep 01 11:30:38 +0000 2023;1,69757E+18;@backbzurner @unnesmenfess Hehehe;0;0;0;0;tl;1,66389E+18;1,69757E+18;ropik690;https://twitter.com/ropik690/status/1697572668504162779
Fri Sep 01 11:30:30 +0000 2023;1,69757E+18;@backbzurner @unnesmenfess Pake tanya wkwkwk;0;0;0;0;in;1,66389E+18;1,69757E+18;ropik690;https://twitter.com/ropik690/status/1697572638074572973
Fri Sep 01 11:29:40 +0000 2023;1,69757E+18;-jualaness ayo dibeli dagangan temen ak enak segar lejat dan begijiii 😍😍😍👆👆 https://t.co/J0mQEEfukA;0;1;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697572427608563828
Fri Sep 01 11:29:30 +0000 2023;1,69757E+18;Unnes iya njir gatau sih baru semester 1 juga;0;0;0;0;in;8,81131E+17;1,69757E+18;umeihara;https://twitter.com/umeihara/status/1697572383685779523
Fri Sep 01 11:28:15 +0000 2023;1,69757E+18;-ness ada yg punya kenalan kos disini gak? https://t.co/e24CJzatBV;0;2;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697572071575031833
Fri Sep 01 11:27:43 +0000 2023;1,69757E+18;-jualaness siap anter ke depan kos https://t.co/t648u5vEp1;0;4;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697571933779542351
Fri Sep 01 11:26:36 +0000 2023;1,69757E+18;-ness ada yang punya cp tukang urut cewe yang friendly dan tidak sakit atau sakit gapapa deh yang bisa ke kos ngga ya, makasiiiih 😭😭😭;0;1;0;2;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697571653994401817
Fri Sep 01 11:24:35 +0000 2023;1,69757E+18;#NAME?;0;5;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697571147800621364
Fri Sep 01 11:24:14 +0000 2023;1,69757E+18;-jualaness yg mau reply ajaa https://t.co/bqZF925VAD;0;0;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697571059757940969
Fri Sep 01 11:23:58 +0000 2023;1,69757E+18;semoga kalian selalu dilimpahkan keberkahan🥺🫶🏻;0;0;0;0;in;1,18728E+18;1,69757E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697570992540037409
