created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url;;;;;
Fri Sep 01 10:02:01 +0000 2023;1,69755E+18;-ness rekomendasi bakso enak disekitar unnes dong, sama kalo boleh kasi alesannya hehehe, thanks ^^;0;4;0;4;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697550367075287520;;;;;
Fri Sep 01 09:57:24 +0000 2023;1,69755E+18;#NAME?;0;2;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697549208541377016;;;;;
Fri Sep 01 09:56:54 +0000 2023;1,69755E+18;-jualaness belum pernah dipakai masih segel https://t.co/qz9JYcCva4;0;2;0;1;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697549081743344014;;;;;
Fri Sep 01 09:55:53 +0000 2023;1,69755E+18;-jualaness moisturizer originote new masih ada segel, 40k ajaa boleh dinego tipis yaaa. yg minat bisa reply ajaa https://t.co/hzKnyHZcHe;0;1;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697548823479107686;;;;;
Fri Sep 01 09:55:30 +0000 2023;1,69755E+18;#NAME?;0;8;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697548729690255578;;;;;
Fri Sep 01 09:55:23 +0000 2023;1,69755E+18;-ness sender lagi ga enak badan tp dari pagi belum makan samsek karena ga nafsu, minum air putih juga ga sebanyak biasanya malahan. Mau minum obat bingungg. Aku harus gimanaaa ngebayangin nasi aja udh eneg🥲;0;3;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697548700154053109;;;;;
Fri Sep 01 09:53:03 +0000 2023;1,69755E+18;-ness info info di cue kopi bisa bayar pake qris nggak yaa?? Makasih dah jawabbb!! have a nice dayy;0;3;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697548112674664860;;;;;
Fri Sep 01 09:52:09 +0000 2023;1,69755E+18;-jualaness yuk dibeli maybelline vinyl ink, rewetter, kabel data robot, sama softlensnya. masih pada baru semua😅 reply kalau minat https://t.co/6Tq11sakeP;0;1;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697547886513574221;;;;;
Fri Sep 01 09:51:42 +0000 2023;1,69755E+18;-jualaness ada yang pre🩷 kemeja putih unisex ga ya? sama pantofel. trimsss;0;7;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697547773766422978;;;;;
Fri Sep 01 09:51:07 +0000 2023;1,69755E+18;-jualaness  yuk yg mau order celana pendek, kemeja, sandal, rak susun, rak sepatu, rak serbaguna dan rak mini. semua barang baru ya. free antar sampai depan kos✨ yg minat bisa wa/reply nnti sender dm🧡 https://t.co/1QW7ThzyYy;0;11;0;3;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697547625321697311;;;;;
Fri Sep 01 09:50:22 +0000 2023;1,69755E+18;-jualaness MASIH BARU belum pernah dipake, bisa COD / dianter sekitaran unnes , yg mau bisa wa tertera 👇👇 https://t.co/MTH8OLITht;0;0;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697547437563609382;;;;;
Fri Sep 01 09:48:36 +0000 2023;1,69755E+18;-jualaness yu yang cari premium apps full garansi 😻 bisa dibookmark dulu siapa tau nanti butuh 🙆‍♀️  chat wa aja kalo mau fastresp 🙌🏻 https://t.co/dtq783BYqK;0;0;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697546991629439089;;;;;
Fri Sep 01 09:48:34 +0000 2023;1,69755E+18;-Jualaness, batok charger iphone Ugreen 20W, harga 110k boleh nego ko😉. Ini belinya di official store nya Ugreen yaa, masih segel soalnya kebeli double. Bisa cod area Unnes, tyty🫶 https://t.co/08hoBBHcmK;0;3;0;3;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697546983681273995;;;;;
Fri Sep 01 09:48:29 +0000 2023;1,69755E+18;Disini ada yg buka jasa cetak foto polaroid gitu gak y? -ness;0;2;0;2;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697546964714619115;;;;;
Fri Sep 01 09:47:44 +0000 2023;1,69755E+18;-jualaness (Titipan) yang mau reply ajaaa, nanti aku dm https://t.co/X3nZfbA64l;0;2;0;1;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697546775358587384;;;;;
Fri Sep 01 09:42:45 +0000 2023;1,69755E+18;-ness preloved sling bag, yg miniso minusnya ada coretan di bagian dalem, angkut yuk, rep aja ntar ku dm, makasi https://t.co/BDi5wSaIdD;0;2;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697545521291014253;;;;;
Fri Sep 01 09:42:20 +0000 2023;1,69755E+18;#NAME?;0;2;0;0;in;1,18728E+18;1,69755E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697545413589635501;;;;;
Fri Sep 01 09:37:24 +0000 2023;1,69754E+18;#NAME?;0;4;0;1;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697544175250788358;;;;;
Fri Sep 01 09:37:14 +0000 2023;1,69754E+18;-jualaness Rekomendasi makan dan jajan enak buat kamu pecinta makanan otentik. Bisa minta kirim (gratis) untuk area UNNES https://t.co/wKJVTJ33Xw;1;1;4;55;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697544131676143838;;;;;
Fri Sep 01 09:37:00 +0000 2023;1,69754E+18;-jualaness ini aku jual murah aja masih baru kok bukan preloved yaaa yuk ambil yuk  bagus bgtt aslinyaa😭 https://t.co/0IiOkVBARR;0;1;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697544071391375772;;;;;
Fri Sep 01 09:36:53 +0000 2023;1,69754E+18;jastip yg ready dong -ness sertakan fee untuk 2 tempat yaaa;0;7;0;4;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697544042136195117;;;;;
Fri Sep 01 09:35:58 +0000 2023;1,69754E+18;-ness [titipan] ada yang pre❤️ pod harga friendly ga ya???;0;0;0;0;tl;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697543813315867053;;;;;
Fri Sep 01 09:34:48 +0000 2023;1,69754E+18;@unnesmenfess ready kak;0;0;0;0;en;1,69468E+18;1,69754E+18;jo_jekunnes;https://twitter.com/jo_jekunnes/status/1697543518326305058;;;;;
Fri Sep 01 09:34:41 +0000 2023;1,69754E+18;-jualaness Jika cocok dengan harga kami silahkan order ya Kaka-Kaka, nantikan promo menarik di Bulan Agustus. 2.200++ customer OJLINE, Pelayanan 5600++ orderan sudah terlaksana bisa cek di sosial media kami atau tanya tanya via cp kami ✨ https://t.co/NsM5NCV1uN;0;0;0;4;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697543490211885093;;;;;
Fri Sep 01 09:33:55 +0000 2023;1,69754E+18;-jualaness keyboard mofii masih ada dus nya, jarang dipakai jual 190k HB 290k https://t.co/7XCMh0kdS0;0;0;0;8;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697543296409796617;;;;;
Fri Sep 01 09:30:19 +0000 2023;1,69754E+18;-ness need jastip obat sama makan sender lagi sakit gak bisa keluar:(;0;6;0;3;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697542391488762188;;;;;
Fri Sep 01 09:29:12 +0000 2023;1,69754E+18;-jualaness barangkali ada yang minat. 20k, dijual karena ga kepake https://t.co/PPWn8HE3tA;0;1;0;1;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697542110109651169;;;;;
Fri Sep 01 09:29:07 +0000 2023;1,69754E+18;-jualaness yg mau komen aja, dijual karena cuma kepakai dikit https://t.co/Yu860uSkW6;0;4;0;1;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697542090581070091;;;;;
Fri Sep 01 09:28:37 +0000 2023;1,69754E+18;guys ada yg jual beras murah murah ngga? Yg penting masih bisa di konsumsi 🥲 -ness;0;2;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697541962826752457;;;;;
Fri Sep 01 09:27:56 +0000 2023;1,69754E+18;-jualaness Minat? Bisa langsung Japri ke Nomor di gambar. Maaf ga bisa COD, cuma bisa ambil ke kost / janjian kalau pas di kampus🙏🏻 https://t.co/IV20daHjFJ;0;1;0;3;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697541790197600688;;;;;
Fri Sep 01 09:27:48 +0000 2023;1,69754E+18;-jualaness preloved rice cooker, panci listrik, setrika, rak, beauty case, gantungan hijab. Khusus tas nya baru. Barang bisa diambil ke kos. Untuk detailnya reply aja ya nanti aku DM https://t.co/rnaw2yuf1F;0;36;0;9;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697541756160786432;;;;;
Fri Sep 01 09:27:12 +0000 2023;1,69754E+18;#NAME?;0;0;1;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697541605534875699;;;;;
Fri Sep 01 09:25:24 +0000 2023;1,69754E+18;anjem sekitar unnes buat jam 16.45 donk -ness;0;5;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697541155565847015;;;;;
Fri Sep 01 09:25:22 +0000 2023;1,69754E+18;#NAME?;0;1;1;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697541145180721325;;;;;
Fri Sep 01 09:24:20 +0000 2023;1,69754E+18;dijual gantungan baju tebel, 11k aja. isi 3 ya, ini tebel -jualaness https://t.co/UdEQsaOUCG;0;0;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697540883955298751;;;;;
Fri Sep 01 09:24:13 +0000 2023;1,69754E+18;@unnesmenfess ready kak;0;0;0;0;en;1,69468E+18;1,69754E+18;jo_jekunnes;https://twitter.com/jo_jekunnes/status/1697540856407110066;;;;;
Fri Sep 01 09:24:02 +0000 2023;1,69754E+18;-ness aku pre♥️ hadalabo moist strip pink masih agak penuh, aku jual 30k nego tipis https://t.co/7DOZmCXt4n;0;0;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697540809955103132;;;;;
Fri Sep 01 09:23:59 +0000 2023;1,69754E+18;#NAME?;0;7;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697540795568664880;;;;;
Fri Sep 01 09:23:35 +0000 2023;1,69754E+18;#NAME?;1;1;0;2;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697540695358378168;;;;;
Fri Sep 01 09:23:00 +0000 2023;1,69754E+18;-jualaness gelang tali murce start 2k, yang mau bisa chat ke nomor tertera atau dm ignya. Untuk model lainnya boleh kepoin ig @.gi.crafts 😉👍🏻 https://t.co/UP63kV1XnT;0;0;0;1;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697540547974701337;;;;;
Fri Sep 01 09:22:25 +0000 2023;1,69754E+18;-jualaness open order cetak polaroid ya, printed by original instax fujifilm printer, 12k/foto, thank you https://t.co/hKi0vMBC67;0;2;0;3;en;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697540402080043038;;;;;
Fri Sep 01 09:21:09 +0000 2023;1,69754E+18;@unnesmenfess wa aja kak;0;0;0;0;in;1,64314E+18;1,69754E+18;ByAnjemUnnes;https://twitter.com/ByAnjemUnnes/status/1697540085313683645;;;;;
Fri Sep 01 09:20:02 +0000 2023;1,69754E+18;-jualaness yukk dibelii buat ngosongin lemarii https://t.co/lyCtw0a5xU;0;4;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697539801388613764;;;;;
Fri Sep 01 09:19:25 +0000 2023;1,69754E+18;-jualaness galon 35k bisa dianter ke kos https://t.co/KOfTlNQ4Mv;0;2;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697539645909897600;;;;;
Fri Sep 01 09:19:18 +0000 2023;1,69754E+18;@unnesmenfess Ready anjem 24 jam harga murah meriah dan driver ramah minat? Pc ke https://t.co/TSQfFwlFwi;0;0;0;0;in;1,66389E+18;1,69753E+18;ropik690;https://twitter.com/ropik690/status/1697539619775279614;;;;;
Fri Sep 01 09:18:42 +0000 2023;1,69754E+18;-jualaness yok dilarisinn. Sweater masih boleh nego https://t.co/HjWxfbVpsI;0;1;1;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697539467559801267;;;;;
Fri Sep 01 09:18:36 +0000 2023;1,69754E+18;-ness need yang bisa anjem ke fh besok jam 5an pagi dong;0;7;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697539444403028356;;;;;
Fri Sep 01 09:18:27 +0000 2023;1,69754E+18;-jualaness yuk yg mau ikut PO, ready hari SELASA, 13rb isi 5, bisa banget dianter sampe depan kos 😍😍 https://t.co/DfsmwvZCfy;0;6;0;5;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697539406796820963;;;;;
Fri Sep 01 09:17:45 +0000 2023;1,69754E+18;-jualaness OPEN PRE ORDER‼️ Ready minggu, 3 september 2023 https://t.co/QBfP3II6Xp;0;0;1;6;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697539228719313092;;;;;
Fri Sep 01 09:17:18 +0000 2023;1,69754E+18;#NAME?;0;0;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697539114780991824;;;;;
Fri Sep 01 09:16:08 +0000 2023;1,69754E+18;-jualaness free antar sampai kos/cod juga bisa. Langsung wa aja ya! no wa ada di kolom replay. DM nya limit🙏 Terima kasih https://t.co/7LfPOw6TIp;0;7;0;5;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697538820152193222;;;;;
Fri Sep 01 09:15:25 +0000 2023;1,69754E+18;#NAME?;0;3;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697538643051901336;;;;;
Fri Sep 01 09:14:36 +0000 2023;1,69754E+18;halooo, aku mau preloved celana jeans merk EDWIN oversize, only 32.000 nih -jualaness free ongkir anter sampe depan kost ya! dijual karena mau ngurangin isi lemari niyy ✨ https://t.co/XqqFY3x7q4;0;1;0;1;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697538436041937003;;;;;
Fri Sep 01 09:13:35 +0000 2023;1,69754E+18;unnes assemble gang anjrit wkwk;0;0;0;0;in;1,00756E+18;1,69754E+18;ichitanmatcha;https://twitter.com/ichitanmatcha/status/1697538179547730250;;;;;
Fri Sep 01 09:12:50 +0000 2023;1,69754E+18;-ness ada yg masih di fbs ga? terutama yg masih di sekitaran b9, mau aku mintain tolong buat nyariin barangku jatuh disitu. nanti aku kasih fee kok;0;0;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697537993249276204;;;;;
Fri Sep 01 09:12:33 +0000 2023;1,69754E+18;semangat-semangat pejuang ukt unnes😓🥺;0;0;0;1;in;2500674030;1,69754E+18;prenpren_;https://twitter.com/prenpren_/status/1697537918498476310;;;;;
Fri Sep 01 09:11:49 +0000 2023;1,69754E+18;#NAME?;0;0;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697537736612417661;;;;;
Fri Sep 01 09:11:02 +0000 2023;1,69754E+18;-jualaness nailart 50rb aja kak, udah bebas pilih motif dan tambah aksesoris @. manifestnailsss https://t.co/gsDgePVsvN;0;0;0;4;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697537540042162644;;;;;
Fri Sep 01 09:10:36 +0000 2023;1,69754E+18;Yang preloved rice cookernya reply dong🙏 -ness https://t.co/WkAm7iN9BL;0;1;0;0;tl;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697537430356967660;;;;;
Fri Sep 01 09:10:33 +0000 2023;1,69754E+18;Ada seng jual kamus bahasa indo-bahasa inggris ndk ? -ness coba tawarin sender nyari buat adek sender. Makasih;0;0;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697537417702776846;;;;;
Fri Sep 01 09:10:29 +0000 2023;1,69754E+18;-jualaness preloved alat bersih² KM.. sender ada double di kos jdi mau dijual aja.. biar ga menuh²i KM.. Free antar yg kosnya jalan taman siswa.. take all juga boleh.. https://t.co/YNcDrb9oGs;0;1;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697537398106955904;;;;;
Fri Sep 01 09:10:11 +0000 2023;1,69754E+18;-ness ada yg jual makanan apapun dan bisa do? rep dong 🥹;0;0;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697537323859337661;;;;;
Fri Sep 01 09:08:41 +0000 2023;1,69754E+18;-jualaness Hallo bebs❤️‍🔥  Percayakan treatment di @.mono.beautylash🍒❤️‍🔥  Melayani homecare 💅✨ --------------------------- Tunggu apalagi segera booking via WA, nomor ada di bagian bawah foto✨  Location : Sekaran, Unnes Gunungpati https://t.co/r5jaUyE7uN;0;0;0;4;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697536946241957920;;;;;
Fri Sep 01 09:07:59 +0000 2023;1,69754E+18;-jualaness yuk angkut cardigan akuuuu, bahannya dijamin bagus masih mulus semua😍 https://t.co/tgxBGcwnAv;1;0;0;2;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697536770341294405;;;;;
Fri Sep 01 09:07:33 +0000 2023;1,69754E+18;wts pashmina silk wrn agak pink gt jual 13k aja -jualaness https://t.co/5JSJ9cKjk0;1;9;0;1;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697536660215611805;;;;;
Fri Sep 01 09:07:10 +0000 2023;1,69754E+18;-jualaness dijual charger vivan type c kondisi masih bagus baru dipake beberapa kali https://t.co/kgYSIuqww2;0;0;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697536566351323147;;;;;
Fri Sep 01 09:05:25 +0000 2023;1,69754E+18;-jualaness Ada yg jual mini fan portable kaya gini ga? Rep plss https://t.co/jKPVsvLNKH;0;6;0;4;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697536122828861563;;;;;
Fri Sep 01 09:05:12 +0000 2023;1,69754E+18;-jualaness connexion (xl) tp ga besar bgt size m juga masuk pas di badan, rep aja nanti sender DM detailnya💗 https://t.co/XVyRHlvUTk;0;1;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697536068504215649;;;;;
Fri Sep 01 09:05:06 +0000 2023;1,69754E+18;-jualaness (titipan) Yuk yg cari case iphone 11/outer cardigan✨ outer boleh nego tipis yaa. Yang minat komen ajaa, ntar sender dm🫶🏻 https://t.co/llu0amCFfI;0;0;0;0;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697536045406113831;;;;;
Fri Sep 01 09:02:53 +0000 2023;1,69754E+18;@unnesmenfess https://t.co/QXQBG0XDPi;0;0;0;0;qme;1,67212E+18;1,69753E+18;jekbersinergi;https://twitter.com/jekbersinergi/status/1697535486011846762;;;;;
Fri Sep 01 09:02:06 +0000 2023;1,69754E+18;-ness info bis buat ke prau via dieng plis😭 aku harus naik di terminal apa dan turun dimana Makasi🙏;0;2;0;2;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697535292088193394;;;;;
Fri Sep 01 09:01:36 +0000 2023;1,69754E+18;-jualaness preloved buku buat anak manajemen/feb nii 🫶🏻 yukkk yang mau langsung reply aja yaa, bisa diantar sampai ke kos/cod ☺️ btw ada beberapa buku yg ready lebih dari 1 lohh guys yuk langsung ajaahh 🥰 https://t.co/AF08XwwXlw;0;1;0;1;in;1,18728E+18;1,69754E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697535162815480140;;;;;
Fri Sep 01 08:59:44 +0000 2023;1,69753E+18;-jualaness cardigan knit uk XS h&amp m hb 299k, hj 130k boleh nego smpe jadi. baru sekali pake aja☺️ https://t.co/wL5vbAWgTT;0;0;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697534694479520026;;;;;
Fri Sep 01 08:59:38 +0000 2023;1,69753E+18;ini gaada yg -jualaness soft cookies kah???😔😔;0;1;0;2;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697534668953018811;;;;;
Fri Sep 01 08:57:24 +0000 2023;1,69753E+18;@gaolehkosong @undipmenfess wha gabisa di dm nih ka. pemesanan bisa langsung via wa di bio kami ya kak :D;0;0;0;1;in;1,50119E+18;1,69753E+18;duren_weekend;https://twitter.com/duren_weekend/status/1697534107088249192;;;;;
Fri Sep 01 08:57:22 +0000 2023;1,69753E+18;-jualaness angkut nih raknya udh tidak digunakan lagi https://t.co/K9EfIxZRt3;0;3;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697534097655267630;;;;;
Fri Sep 01 08:56:04 +0000 2023;1,69753E+18;@panggilajacess @undipmenfess udh kami dm ya kak;0;0;0;0;in;1,50119E+18;1,69753E+18;duren_weekend;https://twitter.com/duren_weekend/status/1697533773569819060;;;;;
Fri Sep 01 08:54:58 +0000 2023;1,69753E+18;-jualaness siap antar sampe depan kost 💗💗 minat rep aja nanti sender dm https://t.co/q4pBq9oDVm;0;3;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697533494665298428;;;;;
Fri Sep 01 08:54:06 +0000 2023;1,69753E+18;-jualaness kompor listrik portable jarang dipakai merk maspion 85 aja boleh negtip ambil di kos yak (hb:170) https://t.co/w3NF9MgQO8;0;1;0;3;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697533277354295560;;;;;
Fri Sep 01 08:53:47 +0000 2023;1,69753E+18;-jualaness open jastip tahu petis jaliteng. ada 3 varian petis. tapi bisa mulai diantar jam 10 malam ya https://t.co/u01rZz63zf;0;0;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697533196764942472;;;;;
Fri Sep 01 08:52:40 +0000 2023;1,69753E+18;Anjem yang ready buat besok pagi jam 8 ke terminal sukun. Bawa tas gede sama kardus 1, yang pake matic aja biar gampang -ness;0;6;0;2;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697532915050328188;;;;;
Fri Sep 01 08:50:39 +0000 2023;1,69753E+18;#NAME?;0;2;1;1;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697532409854751015;;;;;
Fri Sep 01 08:50:20 +0000 2023;1,69753E+18;-jualaness Open PO Makaroni Bantet &amp  Makaroni Kriwil. Ready hari Selasa/Rabu, only 5k✨  Note: gak bisa anter ke kos🙏 https://t.co/CAjuHqgxLI;0;2;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697532327881261539;;;;;
Fri Sep 01 08:50:15 +0000 2023;1,69753E+18;-jualaness yang mau liat detailnya reply ya nanti aku dm💗 https://t.co/bEQquKvkgc;0;1;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697532309677973898;;;;;
Fri Sep 01 08:48:05 +0000 2023;1,69753E+18;-ness ada anjem mobil ke krapyak yang bisa sore ini kah? Jam 18.00/19.00 ini? Terima kasih [titipan];0;2;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697531762287730836;;;;;
Fri Sep 01 08:47:39 +0000 2023;1,69753E+18;-ness pre❤️ pewarna dn kalkulator saintiif https://t.co/Uu9gJYnvkY;0;2;0;2;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697531654578094397;;;;;
Fri Sep 01 08:46:23 +0000 2023;1,69753E+18;-jualaness preloved kerudung rnw hitam masih bagus, 15k nego, yuk angkut✨ https://t.co/VAUZ9K9NJq;0;2;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697531334611304873;;;;;
Fri Sep 01 08:46:19 +0000 2023;1,69753E+18;-jualaness yuk dibeli pl novelnya mau ngurangin isi rak aja nih https://t.co/Hdqw993rvu;0;0;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697531318085746753;;;;;
Fri Sep 01 08:46:05 +0000 2023;1,69753E+18;tws KZ SK10, cocok buat yang suka bass nampoll kepala dan desain cakep. 500k nego ! -jualaness https://t.co/YsRBYRgC5l;0;0;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697531258631520562;;;;;
Fri Sep 01 08:45:43 +0000 2023;1,69753E+18;-ness need anjem dari audit (mushola rektorat) ke pasar bandarjo ungaran dong. Drop fee sekalian yaa🙏;0;4;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697531168605028776;;;;;
Fri Sep 01 08:45:41 +0000 2023;1,69753E+18;#NAME?;0;0;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697531157854970192;;;;;
Fri Sep 01 08:44:34 +0000 2023;1,69753E+18;@unnesmenfess Masi ga nderr;0;0;0;0;in;1,48774E+18;1,69739E+18;jooojyyaaaa;https://twitter.com/jooojyyaaaa/status/1697530876245278880;;;;;
Fri Sep 01 08:44:17 +0000 2023;1,69753E+18;-ness Preloved karna salah shade. masih 95% semua, harga bisa nego. reply aja ya nnt sender dm https://t.co/JsLVwgArjt;0;0;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697530808029135123;;;;;
Fri Sep 01 08:44:08 +0000 2023;1,69753E+18;-jualaness, btw kopinya 5 sachet yaa. Ambil dikos karena sender gada motor https://t.co/SFfmIy6fV5;0;1;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697530770464940452;;;;;
Fri Sep 01 08:43:08 +0000 2023;1,69753E+18;-ness per item 10k an aja https://t.co/OmspuEyVei;0;5;0;0;in;1,18728E+18;1,69753E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1697530518575960335;;;;;
